# Progression simulation
# runs=20551 seed=12345 moveCap=1000 manualProxy=Rand stopAtPpo=False simulateResearch=True targetPrestiges=15 ppoNormalRunsPerPrestige=2000
# finalChips=900000 totalEarned=900000 prestiges=15 insight=144743 cycleInsight=0 lifetimeInsight=882623
# Purchases:
Run	Label	Cost	Currency	BalanceAfter	TotalEarnedAfter
12114	Speed L3	150000	chips	7284	977284
12123	Solver COMBO	180000	chips	15630	1165630
12134	Solver MOCA	220000	chips	9670	1379670
12147	Agent Score Auditor	220000	chips	9113	1599113
12168	Chip Yield	350000	chips	13165	1953165
12190	Solver PLAN-5	400000	chips	13846	2353846
12210	Stack Cap L3	400000	chips	11296	2751296
12228	Queue Preview	400000	chips	16849	3156849
12241	Agent Overclocker	400000	chips	8221	3548221
12266	Difficulty L2	600000	chips	12623	4152623
12294	Agent Quartermaster	650000	chips	22106	4812106
12326	Speed L4	800000	chips	4860	5594860
12363	Solver MOCA+	900000	chips	17336	6507336
12402	Agent Restart Sponsor	1000000	chips	1078	7491078
12466	Extra Agent Slot	1500000	chips	32100	9022100
12527	Agent Token Prospector	1500000	chips	1578	10491578
12602	Solver MCTS	1800000	chips	4341	12294341
12686	Stack Cap L4	2200000	chips	4372	14494372
12755	Agent Move Dividend	2200000	chips	9685	16699685
12844	Chip Yield	2500000	chips	11559	19201559
12931	Agent Velocity Trader	3000000	chips	17701	22207701
13050	Speed L5	4000000	chips	1216	26191216
13221	Difficulty L3	6000000	chips	11968	32201968
13342	Modifiers Menu	3000000	chips	1305291	36495291
13342	Modifier Unstable Stack L1	800000	chips	505291	36495291
13347	Modifier Unstable Stack L2	1600000	chips	22678	37612678
13354	Modifier Queue Scrubber L1	1800000	chips	15260	39405260
13364	Modifier Miner's Pickaxe L1	2000000	chips	75302	41465302
13378	Modifier Catalyst Stack L1	3000000	chips	87209	44477209
13387	Modifier Mirror Stack L1	3000000	chips	271740	47661740
13392	Modifier Unstable Stack L3	3200000	chips	529992	51119992
13396	Modifier Queue Scrubber L2	3600000	chips	159312	54349312
13403	Modifier Miner's Pickaxe L2	4000000	chips	9001	58199001
13412	Modifier Joker L1	4500000	chips	320248	63010248
13417	Modifier Neural Accelerator L1	6000000	chips	79796	68769796
13422	Modifier Unstable Stack L4	6400000	chips	1085337	76175337
13427	Modifier Queue Scrubber L3	7200000	chips	658048	82948048
13434	Modifier Miner's Pickaxe L3	8000000	chips	141192	90431192
13445	Stack Cap L5	11000000	chips	1249614	102539614
13455	Modifier Unstable Stack L5	12800000	chips	789361	114879361
13464	Modifier Queue Scrubber L4	14400000	chips	256194	128746194
13472	Chip Yield	15000000	chips	1470371	144960371
13478	Modifier Miner's Pickaxe L4	16000000	chips	559216	160049216
13494	Modifier Queue Scrubber L5	28800000	chips	1593998	189883998
13500	Modifier Miner's Pickaxe L5	32000000	chips	13858841	234148841
13540	Solver PPO	100000000	chips	137697	320427697
13540	Prestige +4182 Insight	0	Insight	74437	900000
13540	Research PPO Memory L5	32000	Insight	42437	900000
13540	Research High Focus L3	32000	Insight	10437	900000
13541	Chip Yield	4000	chips	897092	901092
13541	Speed L1	6000	chips	891092	901092
13541	Stack Cap L1	12000	chips	879092	901092
13541	Solver STALL	18000	chips	861092	901092
13541	Solver HEUR	30000	chips	831092	901092
13541	Speed L2	30000	chips	801092	901092
13541	Queue Preview	40000	chips	761092	901092
13541	Chip Yield	40000	chips	721092	901092
13541	Difficulty L1	60000	chips	661092	901092
13541	Stack Cap L2	70000	chips	591092	901092
13541	Solver LOOK	80000	chips	511092	901092
13541	Agents Menu	120000	chips	391092	901092
13541	Agent Merge Broker	60000	chips	331092	901092
13541	Agent Highwater Analyst	120000	chips	211092	901092
13541	Solver PLAN-3	130000	chips	81092	901092
13544	Speed L3	150000	chips	12123	982123
13553	Solver COMBO	180000	chips	6501	1156501
13566	Solver MOCA	220000	chips	664	1370664
13580	Agent Score Auditor	220000	chips	4211	1594211
13602	Chip Yield	350000	chips	8661	1948661
13621	Solver PLAN-5	400000	chips	14629	2354629
13639	Stack Cap L3	400000	chips	2424	2742424
13655	Queue Preview	400000	chips	1048	3141048
13671	Agent Overclocker	400000	chips	10377	3550377
13694	Difficulty L2	600000	chips	17516	4157516
13720	Agent Quartermaster	650000	chips	43831	4833831
13752	Speed L4	800000	chips	12851	5602851
13791	Solver MOCA+	900000	chips	13023	6503023
13831	Agent Restart Sponsor	1000000	chips	23380	7513380
13892	Extra Agent Slot	1500000	chips	5556	8995556
13953	Agent Token Prospector	1500000	chips	4158	10494158
14032	Solver MCTS	1800000	chips	11235	12301235
14125	Stack Cap L4	2200000	chips	27440	14517440
14200	Agent Move Dividend	2200000	chips	37266	16727266
14282	Chip Yield	2500000	chips	468	19190468
14373	Modifiers Menu	3000000	chips	8411	22198411
14379	Modifier Unstable Stack L1	800000	chips	89224	23079224
14390	Modifier Unstable Stack L2	1600000	chips	67759	24657759
14400	Modifier Queue Scrubber L1	1800000	chips	19238	26409238
14414	Modifier Miner's Pickaxe L1	2000000	chips	29940	28419940
14432	Agent Velocity Trader	3000000	chips	113530	31503530
14447	Modifier Catalyst Stack L1	3000000	chips	22470	34412470
14458	Modifier Mirror Stack L1	3000000	chips	80703	37470703
14465	Modifier Unstable Stack L3	3200000	chips	119990	40709990
14472	Modifier Queue Scrubber L2	3600000	chips	636914	44826914
14478	Speed L5	4000000	chips	814498	49004498
14485	Modifier Miner's Pickaxe L2	4000000	chips	317256	52507256
14493	Modifier Joker L1	4500000	chips	67045	56757045
14501	Difficulty L3	6000000	chips	1229291	63919291
14507	Modifier Neural Accelerator L1	6000000	chips	371910	69061910
14512	Modifier Unstable Stack L4	6400000	chips	418152	75508152
14520	Modifier Queue Scrubber L3	7200000	chips	385905	82675905
14523	Modifier Miner's Pickaxe L3	8000000	chips	1636826	91926826
14530	Stack Cap L5	11000000	chips	1947763	103237763
14540	Modifier Unstable Stack L5	12800000	chips	69463	114159463
14548	Modifier Queue Scrubber L4	14400000	chips	1525233	130015233
14558	Chip Yield	15000000	chips	1091078	144581078
14565	Modifier Miner's Pickaxe L4	16000000	chips	5749154	165239154
14576	Modifier Queue Scrubber L5	28800000	chips	53700	188343700
14594	Modifier Miner's Pickaxe L5	32000000	chips	891117	221181117
14650	Solver PPO	100000000	chips	426021	320716021
14650	Prestige +4255 Insight	0	Insight	84886	900000
14650	Research Offline Engine L5	32000	Insight	52886	900000
14650	Research Offline Buffer L3	32000	Insight	20886	900000
14651	Chip Yield	4000	chips	896564	900564
14651	Speed L1	6000	chips	890564	900564
14651	Stack Cap L1	12000	chips	878564	900564
14651	Solver STALL	18000	chips	860564	900564
14651	Solver HEUR	30000	chips	830564	900564
14651	Speed L2	30000	chips	800564	900564
14651	Queue Preview	40000	chips	760564	900564
14651	Chip Yield	40000	chips	720564	900564
14651	Difficulty L1	60000	chips	660564	900564
14651	Stack Cap L2	70000	chips	590564	900564
14651	Solver LOOK	80000	chips	510564	900564
14651	Agents Menu	120000	chips	390564	900564
14651	Agent Merge Broker	60000	chips	330564	900564
14651	Agent Highwater Analyst	120000	chips	210564	900564
14651	Solver PLAN-3	130000	chips	80564	900564
14656	Speed L3	150000	chips	13972	983972
14664	Solver COMBO	180000	chips	15037	1165037
14673	Solver MOCA	220000	chips	8283	1378283
14686	Agent Score Auditor	220000	chips	16035	1606035
14709	Chip Yield	350000	chips	26232	1966232
14725	Solver PLAN-5	400000	chips	2160	2342160
14746	Stack Cap L3	400000	chips	15132	2755132
14761	Queue Preview	400000	chips	6437	3146437
14778	Agent Overclocker	400000	chips	27044	3567044
14801	Difficulty L2	600000	chips	7889	4147889
14830	Agent Quartermaster	650000	chips	3956	4793956
14863	Speed L4	800000	chips	6551	5596551
14903	Solver MOCA+	900000	chips	8595	6498595
14942	Agent Restart Sponsor	1000000	chips	10151	7500151
15007	Extra Agent Slot	1500000	chips	8189	8998189
15069	Agent Token Prospector	1500000	chips	4462	10494462
15147	Solver MCTS	1800000	chips	10401	12300401
15233	Stack Cap L4	2200000	chips	27075	14517075
15312	Agent Move Dividend	2200000	chips	28786	16718786
15397	Chip Yield	2500000	chips	49657	19239657
15477	Modifiers Menu	3000000	chips	23507	22213507
15481	Modifier Unstable Stack L1	800000	chips	17693	23007693
15493	Modifier Unstable Stack L2	1600000	chips	38356	24628356
15502	Modifier Queue Scrubber L1	1800000	chips	83343	26473343
15515	Modifier Miner's Pickaxe L1	2000000	chips	96755	28486755
15531	Agent Velocity Trader	3000000	chips	138253	31528253
15549	Modifier Catalyst Stack L1	3000000	chips	5335	34395335
15559	Modifier Mirror Stack L1	3000000	chips	111392	37501392
15564	Modifier Unstable Stack L3	3200000	chips	173618	40763618
15570	Modifier Queue Scrubber L2	3600000	chips	251905	44441905
15577	Speed L5	4000000	chips	240256	48430256
15584	Modifier Miner's Pickaxe L2	4000000	chips	269353	52459353
15591	Modifier Joker L1	4500000	chips	396241	57086241
15598	Difficulty L3	6000000	chips	717980	63407980
15605	Modifier Neural Accelerator L1	6000000	chips	360966	69050966
15611	Modifier Unstable Stack L4	6400000	chips	134741	75224741
15616	Modifier Queue Scrubber L3	7200000	chips	849739	83139739
15622	Modifier Miner's Pickaxe L3	8000000	chips	505963	90795963
15632	Stack Cap L5	11000000	chips	769026	102059026
15643	Modifier Unstable Stack L5	12800000	chips	212286	114302286
15652	Modifier Queue Scrubber L4	14400000	chips	257899	128747899
15663	Chip Yield	15000000	chips	2578523	146068523
15672	Modifier Miner's Pickaxe L4	16000000	chips	421308	159911308
15690	Modifier Queue Scrubber L5	28800000	chips	31842	188321842
15709	Modifier Miner's Pickaxe L5	32000000	chips	4476058	224766058
15762	Solver PPO	100000000	chips	709376	320999376
15762	Prestige +4690 Insight	0	Insight	102267	900000
15762	Research Yield Theory L2	70000	Insight	32267	900000
15763	Chip Yield	4000	chips	896894	900894
15763	Speed L1	6000	chips	890894	900894
15763	Stack Cap L1	12000	chips	878894	900894
15763	Solver STALL	18000	chips	860894	900894
15763	Solver HEUR	30000	chips	830894	900894
15763	Speed L2	30000	chips	800894	900894
15763	Queue Preview	40000	chips	760894	900894
15763	Chip Yield	40000	chips	720894	900894
15763	Difficulty L1	60000	chips	660894	900894
15763	Stack Cap L2	70000	chips	590894	900894
15763	Solver LOOK	80000	chips	510894	900894
15763	Agents Menu	120000	chips	390894	900894
15763	Agent Merge Broker	60000	chips	330894	900894
15763	Agent Highwater Analyst	120000	chips	210894	900894
15763	Solver PLAN-3	130000	chips	80894	900894
15766	Speed L3	150000	chips	4150	974150
15773	Solver COMBO	180000	chips	2029	1152029
15782	Solver MOCA	220000	chips	3262	1373262
15793	Agent Score Auditor	220000	chips	16734	1606734
15810	Chip Yield	350000	chips	22393	1962393
15829	Solver PLAN-5	400000	chips	17726	2357726
15846	Stack Cap L3	400000	chips	208	2740208
15865	Queue Preview	400000	chips	10533	3150533
15879	Agent Overclocker	400000	chips	32297	3572297
15900	Difficulty L2	600000	chips	9985	4149985
15924	Agent Quartermaster	650000	chips	71660	4861660
15949	Speed L4	800000	chips	8429	5598429
15983	Solver MOCA+	900000	chips	5584	6495584
16016	Agent Restart Sponsor	1000000	chips	6849	7496849
16072	Extra Agent Slot	1500000	chips	29355	9019355
16125	Agent Token Prospector	1500000	chips	3048	10493048
16189	Solver MCTS	1800000	chips	10978	12300978
16265	Stack Cap L4	2200000	chips	1438	14491438
16332	Agent Move Dividend	2200000	chips	16361	16706361
16398	Chip Yield	2500000	chips	1807	19191807
16472	Modifiers Menu	3000000	chips	17831	22207831
16477	Modifier Unstable Stack L1	800000	chips	141828	23131828
16485	Modifier Unstable Stack L2	1600000	chips	98724	24688724
16495	Modifier Queue Scrubber L1	1800000	chips	285389	26675389
16503	Modifier Miner's Pickaxe L1	2000000	chips	105117	28495117
16514	Agent Velocity Trader	3000000	chips	170489	31560489
16526	Modifier Catalyst Stack L1	3000000	chips	75041	34465041
16536	Modifier Mirror Stack L1	3000000	chips	91211	37481211
16542	Modifier Unstable Stack L3	3200000	chips	420623	41010623
16548	Modifier Queue Scrubber L2	3600000	chips	437045	44627045
16554	Speed L5	4000000	chips	466987	48656987
16560	Modifier Miner's Pickaxe L2	4000000	chips	282966	52472966
16566	Modifier Joker L1	4500000	chips	687736	57377736
16573	Difficulty L3	6000000	chips	1335251	64025251
16577	Modifier Neural Accelerator L1	6000000	chips	39580	68729580
16584	Modifier Unstable Stack L4	6400000	chips	1969982	77059982
16589	Modifier Queue Scrubber L3	7200000	chips	782357	83072357
16593	Modifier Miner's Pickaxe L3	8000000	chips	4449783	94739783
16598	Stack Cap L5	11000000	chips	321779	101611779
16609	Modifier Unstable Stack L5	12800000	chips	666987	114756987
16618	Modifier Queue Scrubber L4	14400000	chips	743386	129233386
16629	Chip Yield	15000000	chips	1828754	145318754
16636	Modifier Miner's Pickaxe L4	16000000	chips	16641	159506641
16651	Modifier Queue Scrubber L5	28800000	chips	500168	188790168
16667	Modifier Miner's Pickaxe L5	32000000	chips	1357740	221647740
16723	Solver PPO	100000000	chips	277271	320567271
16723	Prestige +4209 Insight	0	Insight	108504	900000
16723	Research Stability Model L2	70000	Insight	38504	900000
16724	Chip Yield	4000	chips	896834	900834
16724	Speed L1	6000	chips	890834	900834
16724	Stack Cap L1	12000	chips	878834	900834
16724	Solver STALL	18000	chips	860834	900834
16724	Solver HEUR	30000	chips	830834	900834
16724	Speed L2	30000	chips	800834	900834
16724	Queue Preview	40000	chips	760834	900834
16724	Chip Yield	40000	chips	720834	900834
16724	Difficulty L1	60000	chips	660834	900834
16724	Stack Cap L2	70000	chips	590834	900834
16724	Solver LOOK	80000	chips	510834	900834
16724	Agents Menu	120000	chips	390834	900834
16724	Agent Merge Broker	60000	chips	330834	900834
16724	Agent Highwater Analyst	120000	chips	210834	900834
16724	Solver PLAN-3	130000	chips	80834	900834
16727	Speed L3	150000	chips	24729	994729
16735	Solver COMBO	180000	chips	24394	1174394
16745	Solver MOCA	220000	chips	4978	1374978
16757	Agent Score Auditor	220000	chips	3705	1593705
16777	Chip Yield	350000	chips	33322	1973322
16792	Solver PLAN-5	400000	chips	2767	2342767
16807	Stack Cap L3	400000	chips	12424	2752424
16820	Queue Preview	400000	chips	25144	3165144
16834	Agent Overclocker	400000	chips	27586	3567586
16854	Difficulty L2	600000	chips	19411	4159411
16876	Agent Quartermaster	650000	chips	17437	4807437
16906	Speed L4	800000	chips	23544	5613544
16940	Solver MOCA+	900000	chips	15968	6505968
16977	Agent Restart Sponsor	1000000	chips	22094	7512094
17026	Extra Agent Slot	1500000	chips	18117	9008117
17079	Agent Token Prospector	1500000	chips	57	10490057
17143	Solver MCTS	1800000	chips	50271	12340271
17222	Stack Cap L4	2200000	chips	30878	14520878
17283	Agent Move Dividend	2200000	chips	9238	16699238
17355	Chip Yield	2500000	chips	599	19190599
17435	Modifiers Menu	3000000	chips	29552	22219552
17439	Modifier Unstable Stack L1	800000	chips	125182	23115182
17446	Modifier Unstable Stack L2	1600000	chips	1893	24591893
17456	Modifier Queue Scrubber L1	1800000	chips	75467	26465467
17466	Modifier Miner's Pickaxe L1	2000000	chips	48716	28438716
17477	Agent Velocity Trader	3000000	chips	62977	31452977
17487	Modifier Catalyst Stack L1	3000000	chips	140895	34530895
17497	Modifier Mirror Stack L1	3000000	chips	228050	37618050
17502	Modifier Unstable Stack L3	3200000	chips	171097	40761097
17506	Modifier Queue Scrubber L2	3600000	chips	229301	44419301
17511	Speed L5	4000000	chips	162741	48352741
17518	Modifier Miner's Pickaxe L2	4000000	chips	291575	52481575
17523	Modifier Joker L1	4500000	chips	45766	56735766
17529	Difficulty L3	6000000	chips	868783	63558783
17534	Modifier Neural Accelerator L1	6000000	chips	771814	69461814
17537	Modifier Unstable Stack L4	6400000	chips	531331	75621331
17544	Modifier Queue Scrubber L3	7200000	chips	5575423	87865423
17547	Modifier Miner's Pickaxe L3	8000000	chips	5799236	96089236
17550	Stack Cap L5	11000000	chips	27394	101317394
17556	Modifier Unstable Stack L5	12800000	chips	1119701	115209701
17565	Modifier Queue Scrubber L4	14400000	chips	1164996	129654996
17574	Chip Yield	15000000	chips	1306702	144796702
17581	Modifier Miner's Pickaxe L4	16000000	chips	1505433	160995433
17594	Modifier Queue Scrubber L5	28800000	chips	428361	188718361
17609	Modifier Miner's Pickaxe L5	32000000	chips	444792	220734792
17657	Solver PPO	100000000	chips	802439	321092439
17657	Prestige +4260 Insight	0	Insight	116500	900000
17657	Research Algorithm Archive L4	75000	Insight	41500	900000
17658	Chip Yield	4000	chips	897245	901245
17658	Speed L1	6000	chips	891245	901245
17658	Stack Cap L1	12000	chips	879245	901245
17658	Solver STALL	18000	chips	861245	901245
17658	Speed L2	30000	chips	831245	901245
17658	Queue Preview	40000	chips	791245	901245
17658	Chip Yield	40000	chips	751245	901245
17658	Difficulty L1	60000	chips	691245	901245
17658	Stack Cap L2	70000	chips	621245	901245
17658	Solver LOOK	80000	chips	541245	901245
17658	Agents Menu	120000	chips	421245	901245
17658	Agent Merge Broker	60000	chips	361245	901245
17658	Agent Highwater Analyst	120000	chips	241245	901245
17658	Solver PLAN-3	130000	chips	111245	901245
17660	Speed L3	150000	chips	9675	949675
17668	Solver COMBO	180000	chips	21113	1141113
17678	Solver MOCA	220000	chips	1936	1341936
17690	Agent Score Auditor	220000	chips	16252	1576252
17708	Chip Yield	350000	chips	41	1910041
17724	Solver PLAN-5	400000	chips	11877	2321877
17744	Stack Cap L3	400000	chips	10193	2720193
17757	Queue Preview	400000	chips	11144	3121144
17772	Agent Overclocker	400000	chips	683	3510683
17793	Difficulty L2	600000	chips	463	4110463
17816	Agent Quartermaster	650000	chips	9864	4769864
17846	Speed L4	800000	chips	25204	5585204
17882	Solver MOCA+	900000	chips	7502	6467502
17915	Agent Restart Sponsor	1000000	chips	27204	7487204
17971	Extra Agent Slot	1500000	chips	27319	8987319
18022	Agent Token Prospector	1500000	chips	27448	10487448
18079	Solver MCTS	1800000	chips	10338	12270338
18156	Stack Cap L4	2200000	chips	1491	14461491
18223	Agent Move Dividend	2200000	chips	29222	16689222
18297	Chip Yield	2500000	chips	5750	19165750
18368	Agent Velocity Trader	3000000	chips	59859	22219859
18436	Modifiers Menu	3000000	chips	4786	25164786
18441	Modifier Unstable Stack L1	800000	chips	99298	26059298
18450	Modifier Unstable Stack L2	1600000	chips	242449	27802449
18460	Modifier Queue Scrubber L1	1800000	chips	102267	29462267
18469	Modifier Miner's Pickaxe L1	2000000	chips	92780	31452780
18483	Modifier Catalyst Stack L1	3000000	chips	46571	34406571
18491	Modifier Mirror Stack L1	3000000	chips	177437	37537437
18496	Modifier Unstable Stack L3	3200000	chips	256286	40816286
18501	Modifier Queue Scrubber L2	3600000	chips	638119	44798119
18507	Speed L5	4000000	chips	705396	48865396
18512	Modifier Miner's Pickaxe L2	4000000	chips	104170	52264170
18519	Modifier Joker L1	4500000	chips	272573	56932573
18524	Difficulty L3	6000000	chips	49814	62709814
18529	Modifier Neural Accelerator L1	6000000	chips	509772	69169772
18534	Modifier Unstable Stack L4	6400000	chips	142057	75202057
18540	Modifier Queue Scrubber L3	7200000	chips	488657	82748657
18547	Modifier Miner's Pickaxe L3	8000000	chips	100053	90360053
18554	Stack Cap L5	11000000	chips	1157248	102417248
18562	Modifier Unstable Stack L5	12800000	chips	63831	114123831
18573	Modifier Queue Scrubber L4	14400000	chips	986823	129446823
18584	Chip Yield	15000000	chips	1219287	144679287
18594	Modifier Miner's Pickaxe L4	16000000	chips	120210	159580210
18605	Modifier Queue Scrubber L5	28800000	chips	807714	189067714
18621	Modifier Miner's Pickaxe L5	32000000	chips	129993	220389993
18671	Solver PPO	100000000	chips	1089135	321349135
18671	Prestige +4797 Insight	0	Insight	128001	900000
18671	Research High Focus L4	75000	Insight	53001	900000
18672	Chip Yield	4000	chips	896876	900876
18672	Speed L1	6000	chips	890876	900876
18672	Stack Cap L1	12000	chips	878876	900876
18672	Solver STALL	18000	chips	860876	900876
18672	Speed L2	30000	chips	830876	900876
18672	Queue Preview	40000	chips	790876	900876
18672	Chip Yield	40000	chips	750876	900876
18672	Difficulty L1	60000	chips	690876	900876
18672	Stack Cap L2	70000	chips	620876	900876
18672	Solver LOOK	80000	chips	540876	900876
18672	Agents Menu	120000	chips	420876	900876
18672	Agent Merge Broker	60000	chips	360876	900876
18672	Agent Highwater Analyst	120000	chips	240876	900876
18672	Solver PLAN-3	130000	chips	110876	900876
18674	Speed L3	150000	chips	7152	947152
18680	Solver COMBO	180000	chips	17792	1137792
18691	Solver MOCA	220000	chips	8462	1348462
18702	Agent Score Auditor	220000	chips	18473	1578473
18718	Chip Yield	350000	chips	4832	1914832
18732	Solver PLAN-5	400000	chips	2783	2312783
18746	Stack Cap L3	400000	chips	21453	2731453
18762	Queue Preview	400000	chips	8989	3118989
18777	Agent Overclocker	400000	chips	31782	3541782
18798	Difficulty L2	600000	chips	9957	4119957
18819	Agent Quartermaster	650000	chips	30921	4790921
18843	Speed L4	800000	chips	13934	5573934
18869	Solver MOCA+	900000	chips	3880	6463880
18904	Agent Restart Sponsor	1000000	chips	7527	7467527
18962	Extra Agent Slot	1500000	chips	21890	8981890
19017	Agent Token Prospector	1500000	chips	17453	10477453
19075	Solver MCTS	1800000	chips	2741	12262741
19154	Stack Cap L4	2200000	chips	5782	14465782
19220	Agent Move Dividend	2200000	chips	18516	16678516
19296	Chip Yield	2500000	chips	22483	19182483
19374	Modifiers Menu	3000000	chips	5500	22165500
19379	Modifier Unstable Stack L1	800000	chips	225349	23185349
19385	Modifier Unstable Stack L2	1600000	chips	14683	24574683
19395	Modifier Queue Scrubber L1	1800000	chips	129575	26489575
19403	Modifier Miner's Pickaxe L1	2000000	chips	124507	28484507
19417	Agent Velocity Trader	3000000	chips	178386	31538386
19431	Modifier Catalyst Stack L1	3000000	chips	169667	34529667
19440	Modifier Mirror Stack L1	3000000	chips	420330	37780330
19446	Modifier Unstable Stack L3	3200000	chips	545401	41105401
19450	Modifier Queue Scrubber L2	3600000	chips	175276	44335276
19455	Speed L5	4000000	chips	811884	48971884
19461	Modifier Miner's Pickaxe L2	4000000	chips	338676	52498676
19467	Modifier Joker L1	4500000	chips	363282	57023282
19474	Difficulty L3	6000000	chips	1140815	63800815
19479	Modifier Neural Accelerator L1	6000000	chips	725648	69385648
19483	Modifier Unstable Stack L4	6400000	chips	400264	75460264
19489	Modifier Queue Scrubber L3	7200000	chips	917692	83177692
19494	Modifier Miner's Pickaxe L3	8000000	chips	573069	90833069
19501	Stack Cap L5	11000000	chips	1115298	102375298
19508	Modifier Unstable Stack L5	12800000	chips	276775	114336775
19514	Modifier Queue Scrubber L4	14400000	chips	2025291	130485291
19521	Chip Yield	15000000	chips	938465	144398465
19531	Modifier Miner's Pickaxe L4	16000000	chips	4247842	163707842
19541	Modifier Queue Scrubber L5	28800000	chips	876447	189136447
19557	Modifier Miner's Pickaxe L5	32000000	chips	2840300	223100300
19599	Solver PPO	100000000	chips	293715	320553715
19599	Prestige +4206 Insight	0	Insight	132030	900000
19599	Research Offline Buffer L4	75000	Insight	57030	900000
19600	Chip Yield	4000	chips	896819	900819
19600	Speed L1	6000	chips	890819	900819
19600	Stack Cap L1	12000	chips	878819	900819
19600	Solver STALL	18000	chips	860819	900819
19600	Speed L2	30000	chips	830819	900819
19600	Queue Preview	40000	chips	790819	900819
19600	Chip Yield	40000	chips	750819	900819
19600	Difficulty L1	60000	chips	690819	900819
19600	Stack Cap L2	70000	chips	620819	900819
19600	Solver LOOK	80000	chips	540819	900819
19600	Agents Menu	120000	chips	420819	900819
19600	Agent Merge Broker	60000	chips	360819	900819
19600	Agent Highwater Analyst	120000	chips	240819	900819
19600	Solver PLAN-3	130000	chips	110819	900819
19602	Speed L3	150000	chips	24928	964928
19607	Solver COMBO	180000	chips	7	1120007
19622	Solver MOCA	220000	chips	16035	1356035
19635	Agent Score Auditor	220000	chips	16947	1576947
19653	Chip Yield	350000	chips	13603	1923603
19670	Solver PLAN-5	400000	chips	17703	2327703
19689	Stack Cap L3	400000	chips	17124	2727124
19702	Queue Preview	400000	chips	4035	3114035
19715	Agent Overclocker	400000	chips	21452	3531452
19734	Difficulty L2	600000	chips	26577	4136577
19759	Agent Quartermaster	650000	chips	6938	4766938
19787	Speed L4	800000	chips	3282	5563282
19820	Solver MOCA+	900000	chips	6812	6466812
19855	Agent Restart Sponsor	1000000	chips	17127	7477127
19911	Extra Agent Slot	1500000	chips	25336	8985336
19961	Agent Token Prospector	1500000	chips	30604	10490604
20025	Solver MCTS	1800000	chips	23860	12283860
20100	Stack Cap L4	2200000	chips	20125	14480125
20169	Agent Move Dividend	2200000	chips	45130	16705130
20245	Chip Yield	2500000	chips	61009	19221009
20321	Modifiers Menu	3000000	chips	17670	22177670
20327	Modifier Unstable Stack L1	800000	chips	19418	22979418
20335	Modifier Unstable Stack L2	1600000	chips	121579	24681579
20343	Modifier Queue Scrubber L1	1800000	chips	112076	26472076
20350	Modifier Miner's Pickaxe L1	2000000	chips	26091	28386091
20364	Agent Velocity Trader	3000000	chips	51435	31411435
20377	Modifier Catalyst Stack L1	3000000	chips	120859	34480859
20385	Modifier Mirror Stack L1	3000000	chips	40597	37400597
20390	Modifier Unstable Stack L3	3200000	chips	768025	41328025
20394	Modifier Queue Scrubber L2	3600000	chips	772212	44932212
20400	Speed L5	4000000	chips	294507	48454507
20406	Modifier Miner's Pickaxe L2	4000000	chips	1220296	53380296
20411	Modifier Joker L1	4500000	chips	731723	57391723
20416	Difficulty L3	6000000	chips	1237486	63897486
20421	Modifier Neural Accelerator L1	6000000	chips	440403	69100403
20427	Modifier Unstable Stack L4	6400000	chips	1574931	76634931
20432	Modifier Queue Scrubber L3	7200000	chips	1012051	83272051
20437	Modifier Miner's Pickaxe L3	8000000	chips	218098	90478098
20444	Stack Cap L5	11000000	chips	1637021	102897021
20453	Modifier Unstable Stack L5	12800000	chips	46460	114106460
20462	Modifier Queue Scrubber L4	14400000	chips	2363659	130823659
20468	Chip Yield	15000000	chips	1569211	145029211
20479	Modifier Miner's Pickaxe L4	16000000	chips	1454078	160914078
20491	Modifier Queue Scrubber L5	28800000	chips	24503	188284503
20505	Modifier Miner's Pickaxe L5	32000000	chips	2233946	222493946
20551	Solver PPO	100000000	chips	1075721	321335721
20551	Prestige +4735 Insight	0	Insight	144743	900000

# Per-run economy (sampled):
Run	Chips	Insight	CycleInsight	Prestiges	GrossIncome	CumEarned	Solver	Score	Moves	High	Bought
1	188	0	0	0	188	188	Rand	430	80	16	
2	312	0	0	0	124	312	Rand	269	60	16	
3	433	0	0	0	121	433	Rand	270	59	16	
4	520	0	0	0	87	520	Rand	166	50	8	
5	601	0	0	0	81	601	Rand	157	47	8	
6	714	0	0	0	113	714	Rand	232	59	8	
7	787	0	0	0	73	787	Rand	140	40	8	
8	897	0	0	0	110	897	Rand	226	61	8	
9	5	0	0	0	108	1005	Rand	209	56	16	Solver RAND
10	75	0	0	0	70	1075	Rand	124	40	8	
11	170	0	0	0	95	1170	Rand	191	52	8	
12	365	0	0	0	195	1365	Rand	423	85	16	
20	33	0	0	0	145	2233	Rand	306	66	16	Auto Solve
46	34	0	0	0	70	5234	Rand	139	41	8	Solver MERG
54	195	0	0	0	345	9395	Merge	797	115	32	Chip Yield
61	35	0	0	0	662	15235	Merge	1050	126	32	Solver BAL
69	688	0	0	0	882	21888	Merge	1221	159	64	Speed L1
75	5403	0	0	0	779	26603	Merge	1181	129	64	
79	591	0	0	0	906	29791	Merge	1293	146	64	Auto Restart
92	49	0	0	0	775	41249	Merge	1130	132	64	Stack Cap L1
109	501	0	0	0	722	59701	Merge	1073	127	64	Solver STALL
146	731	0	0	0	1741	89931	AntiStall	2239	187	128	Solver HEUR
